ten_san_pham,thuong_hieu,cpu,ram_gb,o_cung_gb,vga,gia_ban
Laptop HP Omen 16-am0178TX - BX8Y4PA (Ultra 5-225H/ GeForce RTX™ 5060/ 16GB/ 512GB/ Win 11 Home SL),Hp,Core Ultra 5,16,512,NVIDIA Card Rời,40990000
Laptop HP OmniBook 7 Aero 13-bg1085AU - BZ7U6PA (Ryzen AI 7 350/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Hp,Ryzen 7,16,512,AMD Card Rời,31190000
Laptop HP OmniBook 5 16-ag1068AU - BZ7T0PA (Ryzen AI 5 340/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Hp,Ryzen 5,16,512,AMD Card Rời,26190000
Laptop HP OmniBook 7 14-fr0033TU - C1MN2PA (Ultra 5-225U/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Hp,Core Ultra 5,16,512,Onboard,26490000
Laptop HP OmniBook 7 Aero 13-bg1083AU - BZ7R9PA (Ryzen AI 7 350/ 32GB/ 512GB/ Win 11 Home + Office + Microsoft),Hp,Ryzen 7,32,512,AMD Card Rời,32490000
Laptop HP OmniBook 5 16-ag1067AU - BZ7U5PA (Ryzen AI 7 350/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Hp,Ryzen 7,16,512,AMD Card Rời,28190000
Laptop HP OmniBook 7 Aero 13-bg1087AU - BZ7S1PA (Ryzen AI 5 340/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Hp,Ryzen 5,16,512,AMD Card Rời,27790000
Laptop HP Omen 16-am0180TX - BX8Y6PA (Ultra 5-225H/ GeForce RTX™ 5050/ 16GB/ 512GB/ Win 11 Home SL),Hp,Core Ultra 5,16,512,NVIDIA Card Rời,37990000
Laptop Asus ExpertBook P5 P5405CSA-NZ0016W (Ultra 5-226V/ 16GB/ 512GB/ Win 11 Home),Asus,Core Ultra 5,16,512,Onboard,29990000
Laptop Acer Nitro ProPanel ANV16S-61-R9ZV (Ryzen AI 7 350/ GeForce RTX™ 5060/ 32GB/ 1TB/ Win 11 Home SL),Acer,Ryzen 7,32,1024,NVIDIA Card Rời,55990000
Laptop Acer Nitro ProPanel ANV16S-61-R0B8 (Ryzen AI 5 340/ GeForce RTX™ 5050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Ryzen 5,16,512,NVIDIA Card Rời,44990000
Laptop Dell 15 DC15255 - X9YM41 (Ryzen 7 7730U/ 16GB/ 1TB/ Win 11 Home SL + Office),Dell,Ryzen 7,16,1024,AMD Card Rời,21490000
Laptop Lenovo Yoga Slim 7-14IMH9 - 83CV00D8VN (Ultra 5-125H/ 16GB/ 1TB/ Win 11 Home + Office + Microsoft),Lenovo,Core Ultra 5,16,1024,Onboard,26990000
Laptop Lenovo LOQ 15AHP10 - 83JG0047VN (Ryzen 7 250/ GeForce RTX™ 5050/ 16GB/ 512GB/ Win 11 Home SL),Hp,Ryzen 7,16,512,NVIDIA Card Rời,36490000
Laptop Dell 15 DC15250 - 71071928 (i5-1334U/ 16GB/ 512GB/ Win 11 Home SL + Office),Dell,Core i5,16,512,Onboard,18490000
Laptop Lenovo Thinkpad X9-15 Gen 1 - 21Q60055VN (Ultra 7-258V/ 32GB/ 1TB/ Win 11 Pro),Lenovo,Core Ultra 7,32,1024,Onboard,56890000
Laptop Lenovo ThinkPad T14s Gen 6 - 21R10008VN (Ultra 7-255H/ 32GB/ 1TB/ Win 11 Pro),Lenovo,Core Ultra 7,32,1024,Onboard,51290000
Laptop Lenovo Thinkpad X9-14 Gen 1 - 21QA006HVN (Ultra 5-228V/ 32GB/ 1TB/ Win 11 Pro),Lenovo,Core Ultra 5,32,1024,Onboard,50790000
Laptop Lenovo ThinkPad X1 Carbon Gen 13 - 21NX003DVN (Ultra 5-225H/ 16GB/ 1TB/ Win 11 Pro),Lenovo,Core Ultra 5,16,1024,Onboard,49790000
Laptop Lenovo Thinkpad X9-14 Gen 1 - 21QA006GVN (Ultra 5-228V/ 32GB/ 1TB/ Win 11 Pro),Lenovo,Core Ultra 5,32,1024,Onboard,46790000
Laptop Lenovo Thinkpad X9-14 Gen 1 - 21QA006EVN (Ultra 5-226V/ 16GB/ 1TB/ Win 11 Pro),Lenovo,Core Ultra 5,16,1024,Onboard,44690000
Laptop Asus ROG Zephyrus G14 GA403WP-QS045WS (Ryzen AI 9 HX 370/ GeForce RTX™ 5070/ 32GB/ 1TB/ Win 11 Home + Office + Microsoft),Asus,Ryzen 9,32,1024,NVIDIA Card Rời,61990000
Laptop Asus TUF Gaming A15 FA506NCG-HN184W (Ryzen 7 7445HS/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home),Asus,Ryzen 7,16,512,NVIDIA Card Rời,22490000
Laptop Asus ROG Strix G16 G615LR-S5289W (Ultra 7-255HX/ GeForce RTX™ 5070Ti/ 16GB/ 1TB/ Win 11 Home),Asus,Core Ultra 7,16,1024,NVIDIA Card Rời,57990000
Laptop Dell DC15255 - DC5R5802W1 (Ryzen 5 7530U/ 16GB/ 512GB/ Win 11 Home SL + Office),Dell,Ryzen 5,16,512,AMD Card Rời,16990000
"Laptop Lenovo LOQ 15IRX9 - 83DV01ALVN (i7-13650HX/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home SL, English)",Lenovo,Core i7,16,512,NVIDIA Card Rời,33990000
Laptop Lenovo ThinkPad X9-15 Gen 1 - 21Q60051VN (Ultra 5-228V/ 32GB/ 1TB/ Win 11 Pro),Lenovo,Core Ultra 5,32,1024,Onboard,48990000
Laptop Lenovo ThinkPad X9-15 Gen 1 - 21Q6004YVN (Ultra 5-226V/ 16GB/ 1TB/ Win 11 Pro),Lenovo,Core Ultra 5,16,1024,Onboard,46990000
Laptop Asus Vivobook S16 S3607VA-RP056W (i7-13620H/ 16GB/ 512GB/ Win 11 Home),Asus,Core i7,16,512,Onboard,25990000
Laptop Asus Vivobook S16 S5606CA-RI171WS (Ultra 7-255H/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Asus,Core Ultra 7,16,512,Onboard,31390000
Laptop Asus Vivobook Go 15 E1504FA-BQ1150W (Ryzen 5 7520U/ 16GB/ 512GB/ Win 11 Home),Asus,Ryzen 5,16,512,AMD Card Rời,14990000
Laptop Msi Modern 14 F13MG-466VN (i5-1334U/ 16GB/ 512GB/ Win 11 Home),Msi,Core i5,16,512,Onboard,18990000
Laptop Asus Vivobook S14 S3407VA-LY053W (i7-13620H/ 16GB/ 512GB/ Win 11 Home),Asus,Core i7,16,512,Onboard,25990000
Laptop Asus Vivobook S14 S3407VA-LY146W (Core 5 210H/ 16GB/ 512GB/ Win 11 Home),Asus,Core i5,16,512,Onboard,22990000
Laptop Acer Nitro ProPanel ANV15-41-R7CR (Ryzen 5 7535HS/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Ryzen 5,16,512,NVIDIA Card Rời,29990000
Laptop HP Envy X360 14-fc0155TU - AY8W3PA (Ultra 7-155U/ 16GB/ 1TB/ Win 11 Home SL + Office),Hp,Core Ultra 7,16,1024,Onboard,35190000
Laptop HP 14 ep1005TU - 9Z2W0PA (Core 7 150U/ 16GB/ 1TB/ Win 11 Home SL),Hp,Core i7,16,1024,Onboard,23090000
Laptop HP Elitebook 640 G11 - A7LB1PT (Ultra 5-125U/ 16GB/ 512GB/ Win 11 Home SL),Hp,Core Ultra 5,16,512,Onboard,26550000
Laptop HP Envy X360 14-fc0156TU - AY8W4PA (Ultra 7-155U/ 16GB/ 1TB/ Win 11 Home SL + Office),Hp,Core Ultra 7,16,1024,Onboard,35190000
Laptop HP 250 G10 - A06FFPT (i7-1355U/ 16GB/ 512GB/ Win 11 Home SL),Hp,Core i7,16,512,Onboard,24190000
Laptop Acer Nitro ProPanel ANV15-41-R0Y4 (Ryzen 7 7735HS/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Ryzen 7,16,512,NVIDIA Card Rời,34990000
Laptop Acer Gaming Predator Helios PHN16-73-757W (Ultra 7-255HX/ GeForce RTX™ 5060/ 32GB/ 1TB/ Win 11 Home SL),Acer,Core Ultra 7,32,1024,NVIDIA Card Rời,62990000
Laptop Acer Nitro ProPanel ANV15-52-72BM (i7-13620H/ GeForce RTX™ 5050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i7,16,512,NVIDIA Card Rời,39990000
Laptop Acer Nitro ProPanel ANV15-52-59AA (Core i5-13420H/ GeForce RTX™ 5050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i5,16,512,NVIDIA Card Rời,32990000
Laptop Asus Gaming V16 V3607VU-RP216W (Core 7 240H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home),Asus,Core i7,16,512,NVIDIA Card Rời,30690000
Laptop Asus Vivobook Go 14 E1404FA-EB482W (Ryzen 5 7520U/ 16GB/ 512GB/ Win 11 Home),Asus,Ryzen 5,16,512,AMD Card Rời,14990000
Laptop Asus Vivobook S16 S3607CA-SH083WS (Ultra 7-255H/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Asus,Core Ultra 7,16,512,Onboard,27990000
Laptop HP Victus 15-fb3116AX - BX8U4PA (Ryzen 7 7445HS/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home),Hp,Ryzen 7,16,512,NVIDIA Card Rời,27490000
Laptop Asus Vivobook S16 S3607CA-SH082WS (Ultra 5-225H/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Asus,Core Ultra 5,16,512,Onboard,23990000
Laptop Asus Vivobook S16 S3607QA-SH040WS (Snapdragon X X1 26 100/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Asus,Không rõ,16,512,Onboard,23490000
Laptop Asus Vivobook S14 S3407QA-SF043WS (Snapdragon X X1 26 100/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Asus,Không rõ,16,512,Onboard,25990000
Laptop Asus Vivobook S14 M3407KA-SF034WS (Ryzen AI 5 330/ AMD Radeon 16GB/ 512GB/ Windows 11 + Office + Microsoft),Asus,Ryzen 5,16,512,AMD Card Rời,24990000
Laptop HP Omni 5 16-af1046TU - BZ7Q8PA (Ultra 5-225U/ 16GB/ 512GB/ Win 11 Home SL + Office),Hp,Core Ultra 5,16,512,Onboard,25690000
Laptop HP Omnibook 5 16-af1048TU - BZ7Q9PA (Ultra 5-225U/ 16GB/ 512GB/ Win 11 Home SL + Office),Hp,Core Ultra 5,16,512,Onboard,24890000
Laptop HP Victus 15-fb3115AX - BX9C9PA (Ryzen 7 7445HS/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home),Hp,Ryzen 7,16,512,NVIDIA Card Rời,29690000
Laptop Msi Katana B14WFK-267VN (i7-14650HX/ GeForce RTX™ 5060/ 32GB/ 512GB/ Win 11 Home),Msi,Core i7,32,512,NVIDIA Card Rời,51990000
Laptop Asus Vivobook 14 X1404VA-EB509W (i3-1315U/ 8GB/ 512GB/ Win 11 Home),Asus,Core i3,8,512,Onboard,16990000
Laptop Msi Katana B14WEK-286VN (i5-14450HX/ GeForce RTX™ 5050/ 16GB/ 512GB/ Win 11 Home),Msi,Core i5,16,512,NVIDIA Card Rời,41990000
Laptop Asus Gaming V16 V3607VU-RP343W (Core 5 210H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home),Asus,Core i5,16,512,NVIDIA Card Rời,26990000
Laptop Asus Zenbook 14 UX3405CA-PZ188WS (Ultra 7-255H/ 32GB/ 1TB/ Win 11 Home + Office + Microsoft),Asus,Core Ultra 7,32,1024,Onboard,38390000
Laptop Asus TUF Gaming F16 FX608JH-RV039W (i5-13450HX/ GeForce RTX™ 5050/ 16GB/ 1TB/ Win 11 Home),Asus,Core i5,16,1024,NVIDIA Card Rời,33390000
Laptop Asus ROG Zephyrus G14 GA403WM-QS051WS (Ryzen AI 9 HX 370/ GeForce RTX™ 5060/ 32GB/ 1TB/ Win 11 Home + Office + Microsoft),Asus,Ryzen 9,32,1024,NVIDIA Card Rời,58990000
Laptop Asus TUF Gaming A14 FA401KM-RG010WS (Ryzen AI 7 350/ GeForce RTX™ 5060/ 32GB/ 1TB/ Win 11 Home + Office + Microsoft),Asus,Ryzen 7,32,1024,NVIDIA Card Rời,45190000
Laptop Asus ROG Strix G16 G615JPR-S5107W (i7-14650HX/ GeForce RTX™ 5070/ 32GB/ 1TB/ Win 11 Home),Asus,Core i7,32,1024,NVIDIA Card Rời,51090000
Laptop Asus Vivobook 15 X1504VA-BQ165W (Core 5 120U/ 16GB/ 512GB/ Win 11 Home),Asus,Core i5,16,512,Onboard,20990000
Laptop Asus ROG Flow Z13 GZ302EA-RU145WS (AI MAX+ 395/ 128GB/ 1TB/ Win 11 Home + Office + Microsoft),Asus,Không rõ,Không rõ,128,AMD Card Rời,94990000
Laptop Asus ROG Zephyrus G16 GU605CM-QR078W (Ultra 9-285H/ GeForce RTX™ 5060/ 32GB/ 1TB/ Win 11 Home),Asus,Core Ultra 9,32,1024,NVIDIA Card Rời,63990000
Laptop Asus Gaming V16 V3607VH-RP025W (Core 7 240H/ GeForce RTX™ 5050/ 16GB/ 512GB/ Win 11 Home),Asus,Core i7,16,512,NVIDIA Card Rời,33990000
Laptop Asus ROG Zephyrus G14 GA403WR-QS156WS (Ryzen AI 9 HX 370/ GeForce RTX™ 5070Ti/ 32GB/ 1TB/ Win 11 Home + Office + Microsoft),Asus,Ryzen 9,32,1024,NVIDIA Card Rời,71690000
Laptop Asus TUF Gaming F16 FX608JPR-RV044W (i7-14650HX/ GeForce RTX™ 5070/ 16GB/ 1TB/ Win 11 Home),Asus,Core i7,16,1024,NVIDIA Card Rời,45190000
Laptop LG Gram Book 15U50T-G.AV56A5 (i5-1334U/ 16GB/ 512GB/ Win 11 Home),Lg,Core i5,16,512,Onboard,16990000
Laptop Lenovo Yoga Slim 7 14ILL10 OLED - 83JX0086VN (Ultra 5-226V/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Lenovo,Core Ultra 5,16,512,Onboard,29990000
Laptop Lenovo Legion 5 15IRX10 - 83LY004GVN (i7-14700HX/ GeForce RTX™ 5070/ 24GB/ 1TB/ Win 11 Home SL + Office),Lenovo,Core i7,24,1024,NVIDIA Card Rời,51490000
Laptop Asus TUF Gaming F16 FX607VJ-RL034W (Core 5 210H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home),Asus,Core i5,16,512,NVIDIA Card Rời,24490000
Laptop Asus Vivobook 16X K3605VC-RP491W (Core i7-13620H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home),Asus,Core i7,16,512,NVIDIA Card Rời,22990000
Laptop Asus ROG Strix G16 G615JMR-S5155W (i7-14650HX/ GeForce RTX™ 5060/ 32GB/ 1TB/ Win 11 Home),Asus,Core i7,32,1024,NVIDIA Card Rời,46990000
Laptop Msi Venture A15 AI A2HMG-003VN (Ryzen 7-260/ 16GB/ 512GB/ Win 11 Home SEA),Msi,Ryzen 7,16,512,AMD Card Rời,22490000
Laptop Msi Katana 15 HX B14WEK-027VN (i7-14650HX/ GeForce RTX™ 5050/ 32GB/ 512GB/ Win 11 Home),Msi,Core i7,32,512,NVIDIA Card Rời,49990000
Laptop Acer Aspire Lite 16 Gen 2 AL16-52P-572A (i5-1334U/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i5,16,512,Onboard,16390000
Laptop Acer Aspire Lite 14 AL14-71P-55P9 (i5-13500H/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i5,16,512,Onboard,19990000
Laptop Acer Aspire Lite 15 AL15-72P-581V (i5-13500H/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i5,16,512,Onboard,18990000
Laptop Msi Crosshair 16 HX AI D2XWGKG-034VN (Ultra 7-255HX/ GeForce RTX™ 5070/ 16GB/ 1TB/ Win 11 Home SL),Msi,Core Ultra 7,16,1024,NVIDIA Card Rời,59990000
Laptop Dell Inspiron 5441 - 5MNK1 (Snapdragon X1P 64 100/ 16GB/ 512GB/ Win 11 Home SL + Office),Dell,Không rõ,16,512,Onboard,28990000
Laptop Lenovo Yoga 7 2-in-1 14ILL10 - 83JQ0093VN (Ultra 7-258V/ 32GB/ 1TB/ Win 11 Home + Office + Microsoft),Lenovo,Core Ultra 7,32,1024,Onboard,39990000
Laptop Asus Gaming V16 V3607VH-RP024W (Core 5 210H/ GeForce RTX™ 5050/ 16GB/ 512GB/ Win 11 Home),Asus,Core i5,16,512,NVIDIA Card Rời,28990000
"Laptop Lenovo ThinkBook 14 G8 IAL - 21SJ0070VN (Ultra 5-225H/ 16GB/ 512GB/ Win 11 Home SL, English)",Lenovo,Core Ultra 5,16,512,Onboard,22990000
"Laptop Lenovo IdeaPad Flex 5 14ABR8 - 82XX00FWVN (Ryzen 7 5825U/ 16GB/ 512GB/ Win 11 Home SL, English)",Lenovo,Ryzen 7,16,512,AMD Card Rời,18990000
Laptop Asus Vivobook 15 OLED A1505VA-L1688W (i7-13620H/ 16GB/ 512GB/ Win 11 Home),Asus,Core i7,16,512,Onboard,20490000
"Laptop Lenovo IdeaPad Flex 5 14ABR8 - 82XX00FVVN (Ryzen 5 5625U/ 16GB/ 512GB/ Win 11 Home SL, English)",Lenovo,Ryzen 5,16,512,AMD Card Rời,16990000
Laptop Asus TUF Gaming F16 FX608JMR-RV048W (i7-14650HX/ GeForce RTX™ 5060/ 16GB/ 1TB/ Win 11 Home),Asus,Core i7,16,1024,NVIDIA Card Rời,40290000
Laptop Acer Aspire 5 A515-58P-702Q (i7-13620H/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i7,16,512,Onboard,18690000
Laptop Asus TUF Gaming F16 FX608JHR-RV037W (i7-14650HX/ GeForce RTX™ 5050/ 16GB/ 1TB/ Win 11 Home),Asus,Core i7,16,1024,NVIDIA Card Rời,38290000
Laptop Asus Gaming V16 V3607VM-RP044W (Core 7 240H/ GeForce RTX™ 5060/ 16GB/ 512GB/ Win 11 Home),Asus,Core i7,16,512,NVIDIA Card Rời,37990000
Laptop Acer Aspire Lite 14 - AL14-52M-32KV (i3-1305U/ 8GB/ 256GB/ Win 11 Home SL),Acer,Core i3,8,256,Onboard,12890000
"Laptop Lenovo V14 G4 IRU - 83A000FQVN (Core i5-13420H/ 16GB/ 512GB/ Win 11 Home SL, English)",Lenovo,Core i5,16,512,Onboard,16990000
Laptop Asus Vivobook S S3407CA-LY095WS (Ultra 5-225H/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Asus,Core Ultra 5,16,512,Onboard,27990000
Laptop Asus Vivobook S S3407CA-LY096WS (Ultra 7-255H/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Asus,Core Ultra 7,16,512,Onboard,30990000
Laptop Gigabyte Gaming A16 CMHI2VN893SH (i7-13620H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home SL),Gigabyte,Core i7,16,512,NVIDIA Card Rời,31990000
Laptop Gigabyte Gaming A16 CMHH2VN893SH (Core i5-13420H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home SL),Gigabyte,Core i5,16,512,NVIDIA Card Rời,29490000
Laptop Msi Katana 15 B13UDXK-2410VN (Core i5-13420H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home SL),Msi,Core i5,16,512,NVIDIA Card Rời,22490000
Laptop Asus ExpertBook P1 P1403CVA-S61134W (Core i5-13420H/ 16GB/ 512GB/ Win 11 Home),Asus,Core i5,16,512,Onboard,17990000
Laptop Asus TUF Gaming F16 FX607VU-RL045W (Core 5 210H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home),Asus,Core i5,16,512,NVIDIA Card Rời,28990000
Laptop Acer Swift Go 14 SFG14-41-R251 (Ryzen 5 7430U/ 16GB/ 1TB/ Win 11 Home),Acer,Ryzen 5,16,1024,AMD Card Rời,19990000
Laptop Asus Vivobook X1404VA-NK394W (i3-1315U/ 8GB/ 512GB/ Win 11 Home),Asus,Core i3,8,512,Onboard,12890000
Laptop HP Victus 16-r0298TX - AE0N5PA (i5-13500HX/ GeForce RTX™ 4060/ 16GB/ 512GB/ Win 11 Home SL),Hp,Core i5,16,512,NVIDIA Card Rời,35290000
Laptop Asus ExpertBook B3405CCA-LY0080W (Ultra 7-255H/ 16GB/ 512GB/ Win 11 Home),Asus,Core Ultra 7,16,512,Onboard,28490000
Laptop Asus ExpertBook B3405CCA-LY0077W (Ultra 5-225H/ 16GB/ 512GB/ Win 11 Home),Asus,Core Ultra 5,16,512,Onboard,24490000
Laptop Acer Nitro Lite 16 NL16-71G-71UJ (i7-13620H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i7,16,512,NVIDIA Card Rời,31590000
Laptop Acer Aspire Lite 16 G2 AL16-52P-76DU (i7-1355U/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i7,16,512,Onboard,19990000
Laptop Acer Aspire 14 AI A14-52M-585Y (Ultra 5-226V/ 16GB/ 1TB/ Win 11 Home SL),Acer,Core Ultra 5,16,1024,Onboard,24590000
Laptop Acer Aspire 14 AI A14-52M-71YQ (Ultra 7-256V/ 16GB/ 1TB/ Win 11 Home SL),Acer,Core Ultra 7,16,1024,Onboard,27490000
Laptop Lenovo LOQ 15IRX9 - 83DV013PVN (i5-13450HX/ GeForce RTX™ 3050/ 12GB/ 512GB/ Win 11 Home SL),Lenovo,Core i5,12,512,NVIDIA Card Rời,25990000
Laptop Gigabyte AORUS 16X ASG-53VNC94SH (i7-14650HX/ GeForce RTX™ 4070/ 16GB/ 1TB/ Win 11 Home SL),Gigabyte,Core i7,16,1024,NVIDIA Card Rời,41690000
Laptop Acer Aspire 7 A715-59G-57TU (i5-12450H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i5,16,512,NVIDIA Card Rời,20990000
Laptop Acer Aspire 7 A715-59G-73LB (i7-12650H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i7,16,512,NVIDIA Card Rời,23990000
Laptop Acer Nitro Lite 16 NL16-71G-56WQ (i5-13420H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i5,16,512,NVIDIA Card Rời,29590000
"Laptop Lenovo Ideapad Slim 5 14AKP10 - 83HX001JVN (Ryzen AI 7 350/ 32GB/ 1TB/ Win 11 Home SL, English)",Lenovo,Ryzen 7,32,1024,AMD Card Rời,31490000
