ten_san_pham,thuong_hieu,cpu,ram_gb,o_cung_gb,vga,gia_ban
Laptop Msi VenturePro 16 AI A1VEG-003VN (Ultra 7-155H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home),Msi,Core Ultra 7,16,512,NVIDIA Card Rời,36990000
"Laptop Lenovo IdeaPad Slim 3 14IRH10 - 83K00009VN (i7-13620H/ 24GB/ 512GB/ Win 11 Home SL, English)",Lenovo,Core i7,24,512,Onboard,24990000
"Laptop Lenovo IdeaPad Slim 3 15IRH10 - 83K1000GVN (Core i5-13420H/ 24GB/ 512GB/ Win 11 Home SL, English)",Lenovo,Core i5,24,512,Onboard,19990000
Laptop HP OmniBook X 14-fe1010QU - B53KBPA (Snapdragon X1P 42 100/ 16GB/ 512GB/ Win 11 Home SL + Office),Hp,Không rõ,16,512,Onboard,31990000
Apple MacBook Air M3 13.6 inch (8CPU/ 10GPU/ 24GB/ 512GB),Apple,Apple M-Series,24,512,Apple GPU,34290000
Laptop Acer Aspire 5 A515-58P-9841 (i9-13900H/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i9,16,512,Onboard,23590000
Apple MacBook Air M4 15.3 inch (10CPU/ 10GPU/ 16GB/ 256GB),Apple,Apple M-Series,16,256,Apple GPU,33090000
Apple MacBook Air M4 13.6 inch (10CPU/ 8GPU/ 16GB/ 256GB),Apple,Apple M-Series,16,256,Apple GPU,27890000
Apple MacBook Air M4 13.6 inch (10CPU/ 10GPU/ 16GB/ 512GB),Apple,Apple M-Series,16,512,Apple GPU,33090000
Apple MacBook Air M4 13.6 inch (10CPU/ 10GPU/ 24GB/ 512GB),Apple,Apple M-Series,24,512,Apple GPU,38290000
Laptop Asus Vivobook 14 X1405VA-LY623W (i5-13420H/ 16GB/ 512GB/ Win 11 Home),Asus,Core i5,16,512,Onboard,18190000
"Laptop Lenovo LOQ Essential 15IAX9E - 83LK0079VN (i5-12450HX/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home SL, English)",Lenovo,Core i5,16,512,NVIDIA Card Rời,22990000
"Laptop Lenovo IdeaPad Slim 5 OLED 15ARP10 - 83J3002SVN (Ryzen 7 7735HS/ 32GB/ 512GB/ Win 11 Home SL, English)",Lenovo,Ryzen 7,32,512,AMD Card Rời,29990000
Laptop Asus Vivobook 15 X1502VA-BQ886W (i7-13620H/ 16GB/ 512GB/ Win 11 Home),Asus,Core i7,16,512,Onboard,21990000
"Laptop Dell Latitude 3450 L3450-1355U-16512W UMC (i7-1355U/ 16GB/ 512GB/ Win 11 Home SL, English)",Dell,Core i7,16,512,Onboard,25490000
Laptop Acer Predator Helios Neo 16S AI PHN16S-71-95MS (Ultra 9 275HX/ GeForce RTX™ 5070Ti/ 64GB/ 2TB/ Win 11 Home SL),Acer,Core Ultra 9,64,2048,NVIDIA Card Rời,101000000
Laptop Msi Vector 16 HX AI A2XWHG-010VN (Ultra 7-255HX/ GeForce RTX™ 5070Ti/ 16GB/ 512GB/ Win 11 Home),Msi,Core Ultra 7,16,512,NVIDIA Card Rời,67490000
Laptop Asus Vivobook S 16 S5606CA-RI114WS (Ultra 5-225H/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Asus,Core Ultra 5,16,512,Onboard,28490000
Laptop Lenovo IdeaPad Slim 3 16IRH10 - 83K20001VN (i7-13620H/ 16GB/ 512GB/ Win 11 Home SL),Lenovo,Core i7,16,512,Onboard,22990000
"Laptop Lenovo IdeaPad Slim 3 14IRH10 - 83K0000BVN (i5-13420H/ 16GB/ 512GB/ Win 11 Home SL, English)",Lenovo,Core i5,16,512,Onboard,22490000
"Laptop Lenovo IdeaPad Slim 3 16IRH10 - 83K20004VN (i7-13620H/ 24GB/ 512GB/ Win 11 Home SL, English)",Lenovo,Core i7,24,512,Onboard,24990000
"Laptop Lenovo IdeaPad Slim 3 15IRH10 - 83K1000JVN (i7-13620H/ 16GB/ 512GB/ Win 11 Home SL, English)",Lenovo,Core i7,16,512,Onboard,22990000
Laptop Asus Zenbook 14 UX3405CA-PZ187WS (Ultra 5-225H/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Asus,Core Ultra 5,16,512,Onboard,33390000
Laptop Asus Vivobook 16 A1607QA-MB067WS (Snapdragon X X1 26 100/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Asus,Không rõ,16,512,Onboard,20990000
Laptop Asus Zenbook 14 UX3405CA-PZ368WS (Ultra 7-255H/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Asus,Core Ultra 7,16,512,Onboard,36990000
Laptop Acer Aspire Lite 15 AL15-41P-R3U5 (Ryzen 7 5700U/ 16GB/ 512GB/ Win 11 Home SL),Acer,Ryzen 3,16,512,AMD Card Rời,15990000
Laptop Acer Nitro ProPanel ANV15-51-56D5 (i5-13420H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i5,16,512,NVIDIA Card Rời,24590000
Apple MacBook Air M2 13.6 inch (8CPU/ 8GPU/ 16GB/ 256GB),Apple,Apple M-Series,16,256,Apple GPU,24990000
Laptop HP OMEN 14-fb0134TX (AY8V0PA) (Ultra 9-185H/ GeForce RTX™ 4060/ 32GB/ 1TB/ Win 11 Home SL + Office),Hp,Core Ultra 9,32,1024,NVIDIA Card Rời,68990000
Laptop Msi Sword 16 HX B14VEKG-856VN (i7-14700HX/ GeForce RTX™ 4050/ 16GB/ 1TB/ Win 11 Home SEA),Msi,Core i7,16,1024,NVIDIA Card Rời,35190000
Laptop Msi Prestige 13 AI+ Evo A2VMG-040VN (Ultra 7-258V/ 32GB/ 1TB/ Win 11 Home),Msi,Core Ultra 7,32,1024,Onboard,41990000
Laptop Acer Swift 14 AI SF14-51-75VP (Ultra 7-258V/ 32GB/ 1TB/ Win 11 Home SL),Acer,Core Ultra 7,32,1024,Onboard,39290000
Laptop Acer Swift 14 AI SF14-51-53P9 (Ultra 5-226V/ 16GB/ 1TB/ Win 11 Home SL),Acer,Core Ultra 5,16,1024,Onboard,34390000
Laptop Msi Stealth A16 AI+ A3XVGG - 208VN (Ryzen AI 9 HX 370/ GeForce RTX™ 4070/ 32GB/ 2TB/ Win 11 Home),Msi,Ryzen 9,32,2048,NVIDIA Card Rời,72490000
Laptop Msi Cyborg 14 A13UDX-099VN (i7-13620H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home),Msi,Core i7,16,512,NVIDIA Card Rời,25390000
Apple MacBook Pro M4 Pro 14.2 inch (12CPU / 16GPU/ 24GB/ 512GB),Apple,Apple M-Series,24,512,Apple GPU,51990000
Laptop Acer Swift X 14 AI SFX14-72G-79UW (Ultra 7-155H/ GeForce RTX™ 4070/ 32GB/ 1TB/ Win 11 Home SL),Acer,Core Ultra 7,32,1024,NVIDIA Card Rời,53090000
Laptop Acer Swift X 14 AI SFX14-72G-708X (Ultra 7-155H/ GeForce RTX™ 4060/ 32GB/ 1TB/ Win 11 Home SL),Acer,Core Ultra 7,32,1024,NVIDIA Card Rời,46690000
Laptop Msi Modern 15 F13MG-082VN (i5-1335U/ 16GB/ 512GB/ Win 11 Home SL),Msi,Core i5,16,512,Onboard,16690000
Laptop Acer Swift X 14 OLED SFX14-72G-77F9 (Ultra 7-155H/ GeForce RTX™ 4050/ 32GB/ 1TB/ Win 11 Home SL),Acer,Core Ultra 7,32,1024,NVIDIA Card Rời,44190000
Laptop Acer Swift Lite 14 SFL14-51M-56HS (Ultra 5-125U/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core Ultra 5,16,512,Onboard,19690000
Laptop Asus Vivobook S 14 M5406WA-PP071WS (Ryzen AI 9 HX 370/ 32GB/ 1TB/ Win 11 Home + Microsoft 365 Personal 1-year included),Asus,Ryzen 9,32,1024,AMD Card Rời,33990000
Laptop Asus TUF Gaming A14 FA401WV-RG062WS (Ryzen AI 9 HX 370/ GeForce RTX™ 4060/ 16GB/ 1TB/ Win 11 Home + Office + Microsoft),Asus,Ryzen 9,16,1024,NVIDIA Card Rời,44990000
"Laptop Acer Swift Go AI OLED SFG14-73-57FZ (Ultra 5-125H/ 16GB/ 512GB/ Win 11 Home SL, English)",Acer,Core Ultra 5,16,512,Onboard,24090000
"Laptop Acer Swift Go AI OLED SFG14-73-75YM (Ultra 7-155H/ 16GB/ 512GB/ Win 11 Home SL, English)",Acer,Core Ultra 7,16,512,Onboard,26990000
Laptop Msi Cyborg 14 A13VE - 090VN (i7-13620H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home SEA),Msi,Core i7,16,512,NVIDIA Card Rời,27390000
Laptop Acer Nitro ProPanel ANV16-41-R36Y (Ryzen 7 8845HS/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Ryzen 3,16,512,NVIDIA Card Rời,31490000
Laptop Acer Nitro ProPanel ANV16-41-R6ZY (Ryzen 5 8645HS/ GeForce RTX™ 3050/ 16GB/ 512GB/ Win 11 Home SL),Acer,Ryzen 5,16,512,NVIDIA Card Rời,30990000
Laptop HP Probook 440 G11 - A74B5PT (Ultra 5-125U/ 16GB/ 512GB/ Win 11 Home),Hp,Core Ultra 5,16,512,Onboard,25490000
Laptop HP Probook 440 G11 - A74BHPT (Ultra 7-155U/ 16GB/ 512GB/ Win 11 Home),Hp,Core Ultra 7,16,512,Onboard,29990000
Laptop Acer Predator Helios Neo 14 PHN14-51-96HG (Ultra 9-185H/ GeForce RTX™ 4070/ 32GB/ 1TB/ Win 11 Home SL),Acer,Core Ultra 9,32,1024,NVIDIA Card Rời,59990000
Laptop HP 14-ep1007TU - 9Z2W1PA (Core 7 150U/ 16GB/ 512GB/ Win 11 Home),Hp,Core i7,16,512,Onboard,27990000
Laptop Dell Inspiron 14 5440 - 7FN5J (Core 7 150U/ 16GB/ 1TB/ Win 11 Home SL + Office),Dell,Core i7,16,1024,Onboard,26790000
Laptop Dell Inspiron 5440 G14 - N4I7204W1 (Core 7 150U/ 16GB/ 512GB/ Win 11 Home SL + Office),Dell,Core i7,16,512,Onboard,26490000
Laptop Dell Inspiron 5440 G14 - N4I5211W1 (Core 5 120U/ 16GB/ 512GB/ Win 11 Home SL + Office),Dell,Core i5,16,512,Onboard,24490000
Laptop Acer Swift Go AI 2024 Gen 2 SFG14-73-71ZX (Ultra 7-155H/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core Ultra 7,16,512,Onboard,26990000
Laptop Msi Prestige 13 AI Evo A1MG-062VN (Ultra 7-155H/ 32GB/ 1TB/ Win 11 Home),Msi,Core Ultra 7,32,1024,Onboard,36990000
Laptop HP Victus 16-s0140AX - 9Q987PA (Ryzen 7 7840HS/ GeForce RTX™ 4050/ 32GB/ 512GB/ Win 11 Home SL),Hp,Ryzen 7,32,512,NVIDIA Card Rời,35858000
Laptop Msi Sword 16 HX B14VFKG-045VN (i7-14700HX/ GeForce RTX™ 4060/ 16GB/ 1TB/ Win 11 Home SEA),Msi,Core i7,16,1024,NVIDIA Card Rời,39990000
Laptop Acer Aspire 5 A514-56P-742F (NX.KHRSV.005) (i7-1355U/ 16GB/ 512GB/ Win 11 Home),Acer,Core i7,16,512,Onboard,19990000
Laptop HP 15-fd0083TU - 8D736PA (i7-1355U/ 16GB/ 512GB/ Win 11 Home),Hp,Core i7,16,512,Onboard,22490000
Laptop Dell Inspiron T7430 - N7430I58W1 (i5-1335U/ 8GB/ 512GB/ Win 11 Home SL + Office),Dell,Core i5,8,512,Onboard,25490000
Apple MacBook Pro M5 14.2 inch (10CPU / 10GPU/ 24GB/ 512GB),Apple,Không rõ,24,512,Apple GPU,46890000
Apple MacBook Pro M5 14.2 inch (10CPU / 10GPU/ 32GB/ 512GB),Apple,Không rõ,32,512,Apple GPU,51490000
Laptop Acer Predator Triton 14 AI PT14-52T-99TU (Ultra 9-288V/ GeForce RTX™ 5070/ 32GB/ 2TB/ Win 11 Home SL),Acer,Core Ultra 9,32,2048,NVIDIA Card Rời,91990000
Laptop Lenovo IdeaPad Slim 3 15ARP10 - 83K700EPVN (Ryzen 5 7535HS/ 16GB/ 512GB/ Win 11 Home SL),Lenovo,Ryzen 5,16,512,AMD Card Rời,23490000
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 32GB/ 1TB),Apple,Không rõ,32,1024,Apple GPU,56790000
Laptop Lenovo Yoga 7 2-in-1 14ILL10 - 83JQ0094VN (Ultra 7-258V/ 32GB/ 1TB/ Win 11 Home + Office + Microsoft),Lenovo,Core Ultra 7,32,1024,Onboard,39990000
Laptop Lenovo Legion 5 15IRX10 - 83LY00HWVN (i7-14700HX/ GeForce RTX™ 5060/ 16GB/ 512GB/ Win 11 Home SL + Office),Lenovo,Core i7,16,512,NVIDIA Card Rời,49490000
Laptop HP OmniBook 5 16-ag1066AU - BZ7S9PA (Ryzen AI 7 350/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Hp,Ryzen 7,16,512,AMD Card Rời,28890000
Laptop Lenovo Legion 5 15AHP10 - 83M00030VN (Ryzen 7 260/ GeForce RTX™ 5060/ 24GB/ 1TB/ Win 11 Home SL + Office),Hp,Ryzen 7,24,1024,NVIDIA Card Rời,46990000
Laptop Lenovo Thinkpad X9-15 Gen 1 - 21Q60054VN (Ultra 7-258V/ 32GB/ 1TB/ Win 11 Pro),Lenovo,Core Ultra 7,32,1024,Onboard,55590000
Laptop Asus Vivobook 15 X1502VA-BQ885W (i5-13420H/ 16GB/ 512GB/ Win 11 Home),Asus,Core i5,16,512,Onboard,18190000
Laptop Lenovo Legion 5 15IRX10 - 83LY00A7VN (i7-14700HX/ GeForce RTX™ 5050/ 16GB/ 512GB/ Win 11 Home SL + Office),Lenovo,Core i7,16,512,NVIDIA Card Rời,46990000
Laptop Asus ROG Zephyrus G16 GU605CR-QR107W (Ultra 9-285H/ GeForce RTX™ 5070Ti/ 32GB/ 1TB/ Win 11 Home),Asus,Core Ultra 9,32,1024,NVIDIA Card Rời,76590000
Laptop Asus Zenbook 14 UM3406KA-PP113WS (Ryzen AI 7 350/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Asus,Ryzen 7,16,512,AMD Card Rời,28990000
Laptop Msi Crosshair 16 HX AI D2XWFKG-035VN (Ultra 9-275HX/ GeForce RTX™ 5060/ 32GB/ 1TB/ Win 11 Home SL),Msi,Core Ultra 9,32,1024,NVIDIA Card Rời,59990000
Laptop Lenovo ThinkPad X9-14 Gen 1 - 21QA006KVN (Ultra 7-258V/ 32GB/ 1TB/ Win 11 Pro),Lenovo,Core Ultra 7,32,1024,Onboard,52590000
Laptop Lenovo Legion Pro 5 16IAX10 - 83F3002GVN (Ultra 9 275HX/ GeForce RTX™ 5070/ 32GB/ 1TB/ Win 11 Home SL + Office),Lenovo,Core Ultra 9,32,1024,NVIDIA Card Rời,68990000
Laptop Lenovo Legion Pro 5 16IAX10 - 83F3003VVN (Ultra 9-275HX/ GeForce RTX™ 5060/ 32GB/ 1TB/ Win 11 Home SL + Office),Lenovo,Core Ultra 9,32,1024,NVIDIA Card Rời,63990000
Laptop Lenovo Legion Pro 7 16IAX10H - 83F5008WVN (Ultra 9 275HX/ GeForce RTX™ 5080/ 32GB/ 1TB/ Win 11 Home),Lenovo,Core Ultra 9,32,1024,NVIDIA Card Rời,105990000
Laptop HP 15-fd0304TU - A2NL5PA (i3-1315U/ 8GB/ 512GB/ Win 11 Home),Hp,Core i3,8,512,Onboard,13490000
Laptop Asus Vivobook 15 X1504VA-BQ2076W (i5-1334U/ 16GB/ 512GB/ Win 11 Home),Asus,Core i5,16,512,Onboard,16490000
Laptop Lenovo IdeaPad Slim 5 OLED 15ARP10 - 83J3001DVN (Ryzen 7 7735HS/ 16GB/ 512GB/ Win 11 Home SL),Lenovo,Ryzen 7,16,512,AMD Card Rời,25990000
Laptop Acer Aspire Lite 16 AL16-51P-72S2 (i7-1255U/ 16GB/ 512GB/ Win 11 Home SL),Acer,Core i7,16,512,Onboard,16690000
Laptop Asus Zenbook 14 UX3405CA-PZ204WS (Ultra 9-285H/ 32GB/ 1TB/ Win 11 Home + Office + Microsoft),Asus,Core Ultra 9,32,1024,Onboard,40290000
Laptop Asus Vivobook 14 A1407CA-LY008WS (Ultra 5-225H/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft),Asus,Core Ultra 5,16,512,Onboard,21990000
"Laptop Lenovo IdeaPad Slim 3 14IRH10 - 83K0004JVN (i5-13420H/ 16GB/ 512GB/ Win 11 Home SL, English)",Lenovo,Core i5,16,512,Onboard,20990000
Laptop Msi Katana 15 B13VEK-2256VN (i7-13620H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Win 11 Home SEA),Msi,Core i7,16,512,NVIDIA Card Rời,26490000
Laptop Lenovo Legion Pro 7 16IRX9H - 83DE001NVN (i9-14900HX/ GeForce RTX™ 4080/ 32GB/ 1TB/ Win 11 Home SL),Lenovo,Core i9,32,1024,NVIDIA Card Rời,88990000
Apple MacBook Pro M3 14 inch (8CPU / 10GPU/ 8GB/ 512GB),Apple,Apple M-Series,8,512,Apple GPU,40890000
Apple MacBook Air M2 15.3 inch (8CPU / 10GPU/ 8GB/ 256GB),Apple,Apple M-Series,8,256,Apple GPU,34790000
Laptop Acer Aspire 5 A514-56P-55K5 (NX.KHRSV.003) (i5-1335U/ 16GB/ 512GB/ Win 11 Home),Acer,Core i5,16,512,Onboard,16990000
Apple MacBook Air M2 13.6 inch (8CPU / 8GPU/ 16GB/ 256GB),Apple,Apple M-Series,16,256,Apple GPU,36890000
Apple MacBook Pro M2 13.3 inch (8CPU / 10GPU/ 8GB/ 512GB),Apple,Apple M-Series,8,512,Apple GPU,39300000
Apple MacBook Air M2 13.6 inch (8CPU / 8GPU/ 8GB/ 256GB),Apple,Apple M-Series,8,256,Apple GPU,31900000
Laptop Asus ROG Strix G16 G614PM-S5181WS (Ryzen 9 8940HX/ GeForce RTX™ 5060/ 16GB/ 1TB/ Win 11 Home),Asus,Ryzen 9,16,1024,NVIDIA Card Rời,48990000
Apple MacBook Neo A18 Pro 13 inch (6CPU / 5GPU/ 8GB/ 512GB),Apple,Không rõ,8,512,Apple GPU,18990000
Apple MacBook Neo A18 Pro 13 inch (6CPU / 5GPU/ 8GB/ 256GB),Apple,Không rõ,8,256,Apple GPU,16490000
Apple MacBook Pro M5 Max 16.2 inch (18CPU / 40GPU/ 48GB/ 2TB),Apple,Không rõ,Không rõ,2048,Apple GPU,119990000
Apple MacBook Pro M5 Max 16.2 inch (18CPU / 32GPU/ 36GB/ 2TB),Apple,Không rõ,36,2048,Apple GPU,104990000
Apple MacBook Pro M5 Pro 16.2 inch (18CPU / 20GPU/ 48GB/ 1TB),Apple,Không rõ,Không rõ,1024,Apple GPU,83990000
Apple MacBook Pro M5 Pro 16.2 inch (18CPU / 20GPU/ 24GB/ 1TB),Apple,Không rõ,24,1024,Apple GPU,72990000
Apple MacBook Pro M5 Max 14.2 inch (18CPU / 32GPU/ 36GB/ 2TB),Apple,Không rõ,36,2048,Apple GPU,97990000
Apple MacBook Pro M5 Pro 14.2 inch (15CPU / 16GPU/ 24GB/ 2TB),Apple,Không rõ,24,2048,Apple GPU,70990000
Apple MacBook Pro M5 Pro 14.2 inch (18CPU / 20GPU/ 24GB/ 2TB),Apple,Không rõ,24,2048,Apple GPU,76490000
Apple MacBook Pro M5 Pro 14.2 inch (15CPU / 16GPU/ 24GB/ 1TB),Apple,Không rõ,24,1024,Apple GPU,59990000
Apple MacBook Air M5 15.3 inch (10CPU / 10GPU/ 24GB/ 1TB),Apple,Không rõ,24,1024,Apple GPU,45990000
Apple MacBook Air M5 15.3 inch (10CPU / 10GPU/ 16GB/ 1TB),Apple,Không rõ,16,1024,Apple GPU,40490000
Apple MacBook Air M5 15.3 inch (10CPU / 10GPU/ 16GB/ 512GB),Apple,Không rõ,16,512,Apple GPU,34990000
Apple MacBook Air M5 13.6 inch (10CPU / 10GPU/ 24GB/ 1TB),Apple,Không rõ,24,1024,Apple GPU,40990000
Apple MacBook Air M5 13.6 inch (10CPU / 10GPU/ 16GB/ 1TB),Apple,Không rõ,16,1024,Apple GPU,35490000
Apple MacBook Air M5 13.6 inch (10CPU / 8GPU/ 16GB/ 512GB),Apple,Không rõ,16,512,Apple GPU,29990000
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 16GB/ 4TB/ 96W),Apple,Không rõ,16,4096,Apple GPU,71890000
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 16GB/ 4TB),Apple,Không rõ,16,4096,Apple GPU,71490000
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 32GB/ 4TB/ 96W),Apple,Không rõ,32,4096,Apple GPU,81690000
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 32GB/ 4TB),Apple,Không rõ,32,4096,Apple GPU,81290000
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 32GB/ 2TB/ 96W),Apple,Không rõ,32,2048,Apple GPU,66990000
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 32GB/ 2TB),Apple,Không rõ,32,2048,Apple GPU,66590000
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 32GB/ 1TB/ 96W),Apple,Không rõ,32,1024,Apple GPU,57290000
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 24GB/ 4TB/ 96W),Apple,Không rõ,24,4096,Apple GPU,76790000
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 24GB/ 4TB),Apple,Không rõ,24,4096,Apple GPU,76390000
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 24GB/ 2TB/ 96W),Apple,Không rõ,24,2048,Apple GPU,62190000
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 24GB/ 2TB),Apple,Không rõ,24,2048,Apple GPU,61690000
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 24GB/ 1TB/ 96W),Apple,Không rõ,24,1024,Apple GPU,52290000
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 16GB/ 512GB/ 96W),Apple,Không rõ,16,512,Apple GPU,42490000
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 16GB/ 2TB/ 96W),Apple,Không rõ,16,2048,Apple GPU,57290000
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 16GB/ 2TB),Apple,Không rõ,16,2048,Apple GPU,56790000
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 16GB/ 1TB/ 96W),Apple,Không rõ,16,1024,Apple GPU,47490000
